list-id-none,1,1,4,3,269634,89878
list-id-none,1,2,4,6,200229,33371
list-id-none,1,4,4,12,185059,15421
list-id-none,1,8,4,24,224071,9336
list-id-none,1,16,4,48,213062,4438
list-id-none,4,1,4,12,250236,20853
list-id-none,4,2,4,24,275224,11467
list-id-none,4,4,4,48,282612,5887
list-id-none,4,16,4,192,260095,1354
list-id-none,8,1,4,24,411089,17128
list-id-none,8,2,4,48,383638,7992
list-id-none,8,8,4,192,392469,2044
list-id-none,12,2,4,72,778250,10809
list-id-none,16,1,4,48,768498,16010
list-id-m,1,10,4,30,171892,5729
list-id-m,1,20,4,60,201756,3362
list-id-m,1,40,4,120,227892,1899
list-id-m,1,80,4,240,225827,940
list-id-m,4,10,4,120,294862,2457
list-id-m,4,20,4,240,258819,1078
list-id-m,4,40,4,480,413144,860
list-id-m,4,80,4,960,794375,827
list-id-m,8,10,4,240,606546,2527
list-id-m,8,20,4,480,642620,1338
list-id-m,8,40,4,960,1123746,1170
list-id-m,8,80,4,1920,2156078,1122
list-id-m,12,10,4,360,815093,2264
list-id-m,12,20,4,720,1379097,1915
list-id-m,12,40,4,1440,1879109,1304
list-id-m,12,80,4,2880,3379983,1173
list-id-m,16,10,4,480,1468586,3059
list-id-m,16,20,4,960,3078443,3206
list-id-m,16,40,4,1920,2454917,1278
list-id-m,16,80,4,3840,4584052,1193
list-id-s,1,10,4,30,193404,6446
list-id-s,1,20,4,60,212393,3539
list-id-s,1,40,4,120,201841,1682
list-id-s,1,80,4,240,247154,1029
list-id-s,4,10,4,120,257207,2143
list-id-s,4,20,4,240,238806,995
list-id-s,4,40,4,480,300372,625
list-id-s,4,80,4,960,401623,418
list-id-s,8,10,4,240,430298,1792
list-id-s,8,20,4,480,1392950,2901
list-id-s,8,40,4,960,1075152,1119
list-id-s,8,80,4,1920,1165900,607
list-id-s,12,10,4,360,1438945,3997
list-id-s,12,20,4,720,1358677,1887
list-id-s,12,40,4,1440,1091604,758
list-id-s,12,80,4,2880,2015420,699
list-id-s,16,10,4,480,1599012,3331
list-id-s,16,20,4,960,1489211,1551
list-id-s,16,40,4,1920,1648631,858
list-id-s,16,80,4,3840,7107263,1850
