list-none-none,1,10,1,30,231023,7700
list-none-none,1,100,1,300,278435,928
list-none-none,1,1000,1,3000,3903209,1301
list-none-none,1,10000,1,30000,592728034,19757
list-none-none,1,20000,1,60000,3059550258,50992
list-none-none,2,1000,1,6000,26112519,4352
list-none-none,4,1000,1,12000,44994082,3749
list-i-none,2,2,1,12,249686,20807
list-i-none,2,4,1,24,231429,9642
list-i-none,2,8,1,48,281483,5864
list-i-none,2,16,1,96,292984,3051
list-i-none,2,32,1,192,307282,1600
list-i-none,4,2,1,24,288399,12016
list-i-none,4,4,1,48,299795,6245
list-i-none,4,8,1,96,273956,2853
list-i-none,8,2,1,48,400016,8333
list-i-none,12,2,1,72,780087,10834
list-i-none,12,4,1,144,789485,5482
list-d-none,2,2,1,12,199457,16621
list-d-none,2,4,1,24,187116,7796
list-d-none,2,8,1,48,212140,4419
list-d-none,2,16,1,96,246000,2562
list-d-none,2,32,1,192,233586,1216
list-d-none,4,2,1,24,222933,9288
list-d-none,4,16,1,192,288480,1502
list-d-none,8,2,1,48,585129,12190
list-d-none,8,4,1,96,338637,3527
list-d-none,8,8,1,192,327130,1703
list-d-none,12,2,1,72,1301584,18077
list-d-none,12,4,1,144,1511618,10497
list-il-none,2,2,1,12,197074,16422
list-il-none,2,4,1,24,297258,12385
list-il-none,2,8,1,48,265969,5541
list-il-none,2,16,1,96,219238,2283
list-il-none,2,32,1,192,336806,1754
list-il-none,4,2,1,24,262679,10944
list-il-none,4,4,1,48,232952,4853
list-il-none,4,8,1,96,271657,2829
list-il-none,8,4,1,96,1267455,13202
list-il-none,8,8,1,192,386806,2014
list-il-none,12,2,1,72,1457448,20242
list-il-none,12,4,1,144,523858,3637
list-dl-none,2,2,1,12,218553,18212
list-dl-none,2,4,1,24,226887,9453
list-dl-none,2,8,1,48,295755,6161
list-dl-none,2,16,1,96,281865,2936
list-dl-none,4,2,1,24,245500,10229
list-dl-none,8,2,1,48,379816,7912
list-dl-none,8,4,1,96,381672,3975
list-dl-none,12,2,1,72,414243,5753
list-dl-none,12,4,1,144,666431,4627
list-dl-none,12,8,1,288,1356875,4711
list-i-m,12,32,1,1152,2090192,1814
list-d-m,12,32,1,1152,1864891,1618
list-il-m,12,32,1,1152,2096425,1819
list-dl-m,12,32,1,1152,2254907,1957
list-i-s,12,32,1,1152,3357654,2914
list-d-s,12,32,1,1152,3183220,2763
list-il-s,12,32,1,1152,3674509,3189
list-dl-s,12,32,1,1152,3253327,2824
list-none-none,1,1000,1,3000,3936889,1312
list-none-m,1,1000,1,3000,4030578,1343
list-none-m,2,1000,1,6000,22118926,3686
list-none-m,4,1000,1,12000,74817577,6234
list-none-m,8,1000,1,24000,368786069,15366
list-none-m,12,1000,1,36000,1004094661,27891
list-none-m,16,1000,1,48000,1469440264,30613
list-none-m,24,1000,1,72000,3838078747,53306
list-none-s,1,1000,1,3000,4018783,1339
list-none-s,2,1000,1,6000,33209180,5534
list-none-s,4,1000,1,12000,113500537,9458
list-none-s,8,1000,1,24000,437387830,18224
list-none-s,12,1000,1,36000,1142771986,31743
list-none-s,16,1000,1,48000,2306291043,48047
list-none-s,24,1000,1,72000,6170188292,85697
